Event_ID,Unit_Code,MOJN_SpringCode,EventDate,Disturbance_Description,SiteCondition_Description
354,DEVA,DEVA_P_EMI0707,11/4/2004,Diversion,Highly disturbed
355,DEVA,DEVA_P_EMI0225,11/4/2004,Diversion,Highly disturbed
356,DEVA,DEVA_P_EMI0668,10/24/2004,Diversion,Highly disturbed
405,DEVA,DEVA_P_GOL0662,10/23/2004,Diversion,Highly disturbed
444,DEVA,DEVA_P_GRA0647,11/14/2005,Diversion,Highly disturbed
445,DEVA,DEVA_P_GRA0649,11/14/2005,Diversion,Highly disturbed
450,DEVA,DEVA_P_GRE1058,12/4/2004,Diversion,Highly disturbed
451,DEVA,DEVA_P_GRE0287,12/4/2004,Diversion,Highly disturbed
452,DEVA,DEVA_P_GRE0777,11/2/2004,Diversion,Highly disturbed
456,DEVA,DEVA_P_GRE0191,11/3/2004,Diversion,Highly disturbed
460,DEVA,DEVA_P_HAT1057,12/3/2004,Diversion,Highly disturbed
476,DEVA,DEVA_P_HOL0706,10/19/2004,Diversion,Highly disturbed
483,DEVA,DEVA_P_HOR0659,10/23/2004,Diversion,Highly disturbed
484,DEVA,DEVA_P_HUM0793,11/13/2005,Diversion,Highly disturbed
487,DEVA,DEVA_P_HUN0508,11/11/2005,Diversion,Highly disturbed
491,DEVA,DEVA_P_IBE0370,12/10/2004,Diversion,Highly disturbed
492,DEVA,DEVA_P_IBE0721,12/10/2004,Diversion,Highly disturbed
512,DEVA,DEVA_P_JAC0687,3/3/2005,Diversion,Highly disturbed
530,DEVA,DEVA_P_JAC0768,11/11/2005,Diversion,Highly disturbed
531,DEVA,DEVA_P_JAC0512,11/11/2005,Diversion,Highly disturbed
551,DEVA,DEVA_P_JOD0831,,Diversion,Highly disturbed
552,DEVA,DEVA_P_JOH0771,,Diversion,Highly disturbed
575,DEVA,DEVA_P_KEA0997,11/12/2004,Diversion,Highly disturbed
582,DEVA,DEVA_P_KEA1004,11/15/2004,Diversion,Highly disturbed
583,DEVA,DEVA_P_KEA1005,11/15/2004,Diversion,Highly disturbed
588,DEVA,DEVA_P_KEA0996,11/12/2004,Diversion,Highly disturbed
591,DEVA,DEVA_P_KEA1030,11/12/2004,Diversion,Highly disturbed
620,DEVA,DEVA_P_LEM0434,11/5/2004,Diversion,Highly disturbed
644,DEVA,DEVA_P_LOW0231,1/17/2005,Diversion,Highly disturbed
646,DEVA,DEVA_P_LOW0432,2/9/2005,Diversion,Highly disturbed
647,DEVA,DEVA_P_LOW0433,2/9/2005,Diversion,Highly disturbed
673,DEVA,DEVA_P_MCD0281,11/14/2004,Diversion,Highly disturbed
678,DEVA,DEVA_P_MES0218,12/11/2004,Diversion,Highly disturbed
687,DEVA,DEVA_P_MID0399,1/11/2005,Diversion,Highly disturbed
691,DEVA,DEVA_P_MIL0290,12/4/2004,Diversion,Highly disturbed
699,DEVA,DEVA_P_MOR0693,11/17/2005,Diversion,Highly disturbed
708,DEVA,DEVA_P_NAV0193,11/3/2004,Diversion,Highly disturbed
709,DEVA,DEVA_P_NAV1051,12/2/2004,Diversion,Highly disturbed
713,DEVA,DEVA_P_NEV0857,12/3/2005,Diversion,Highly disturbed
714,DEVA,DEVA_P_NEVA0,12/3/2005,Diversion,Highly disturbed
715,DEVA,DEVA_P_NEV0861,12/3/2005,Diversion,Highly disturbed
716,DEVA,DEVA_P_NEV0860,12/3/2005,Diversion,Highly disturbed
717,DEVA,DEVA_P_NEV0859,12/3/2005,Diversion,Highly disturbed
734,DEVA,DEVA_P_PAL0429,2/8/2005,Diversion,Highly disturbed
737,DEVA,DEVA_P_PAN0766,11/5/2005,Diversion,Highly disturbed
766,DEVA,DEVA_P_QUA1056,12/3/2004,Diversion,Highly disturbed
776,DEVA,DEVA_P_RHO0043,12/10/2004,Diversion,Highly disturbed
782,DEVA,DEVA_P_ROA0640,10/24/2004,Diversion,Highly disturbed
785,DEVA,DEVA_P_RUS0286,12/4/2004,Diversion,Highly disturbed
786,DEVA,DEVA_P_RUS0285,12/4/2005,Diversion,Highly disturbed
798,DEVA,DEVA_P_SAL0359,12/7/2004,Diversion,Highly disturbed
850,DEVA,DEVA_P_SHO0350,12/7/2004,Diversion,Highly disturbed
866,DEVA,DEVA_P_SOS0259,2/13/2005,Diversion,Highly disturbed
875,DEVA,DEVA_P_SOW0353,12/7/2004,Diversion,Highly disturbed
886,DEVA,DEVA_P_STA0632,10/20/2004,Diversion,Highly disturbed
887,DEVA,DEVA_P_STO0501,11/5/2005,Diversion,Highly disturbed
894,DEVA,DEVA_P_STO0095,2/1/2005,Diversion,Highly disturbed
899,DEVA,DEVA_P_SUP0369,12/10/2004,Diversion,Highly disturbed
901,DEVA,DEVA_P_SUR0633,10/20/2004,Diversion,Highly disturbed
928,DEVA,DEVA_P_TRA0311,11/29/2004,Diversion,Highly disturbed
945,DEVA,DEVA_P_TRI0349,12/5/2004,Diversion,Highly disturbed
972,DEVA,DEVA_P_UPP0422,2/8/2005,Diversion,Highly disturbed
978,DEVA,DEVA_P_VIR0042,12/10/2004,Diversion,Highly disturbed
986,DEVA,DEVA_P_WAT0832,,Diversion,Highly disturbed
994,DEVA,DEVA_P_WAU0880,10/22/2005,Diversion,Highly disturbed
1010,DEVA,DEVA_P_WIL0756,10/13/2005,Diversion,Highly disturbed
1013,DEVA,DEVA_P_WIL0856,11/3/2005,Diversion,Highly disturbed
1014,DEVA,DEVA_P_WIL0856,12/1/2005,Diversion,Highly disturbed
1027,DEVA,DEVA_P_YOU0192,11/3/2004,Diversion,Highly disturbed
1127,LAKE,LAKE_P_ROGE0,11/21/2006,Diversion,Highly disturbed
1128,LAKE,LAKE_P_PUP0007,12/7/2006,Diversion,Highly disturbed
1165,LAKE,LAKE_P_PUP0044,12/7/2006,Diversion,Highly disturbed
1191,LAKE,LAKE_P_ARI0070,12/9/2006,Diversion,Highly disturbed
1196,LAKE,LAKE_P_GOL0075,12/15/2006,Diversion,Highly disturbed
1213,PARA,PARA_P_LAS0003,6/13/2006,Diversion,Highly disturbed
1214,PARA,PARA_P_SNA0004,6/14/2006,Diversion,Highly disturbed
1216,PARA,PARA_P_LAV0006,7/12/2006,Diversion,Highly disturbed
1217,PARA,PARA_P_JUM0007,6/24/2006,Diversion,Highly disturbed
1218,PARA,PARA_P_IDE0008,5/17/2006,Diversion,Highly disturbed
1221,PARA,PARA_P_JAC0011,6/1/2006,Diversion,Highly disturbed
1224,PARA,PARA_P_TAS0014,5/16/2006,Diversion,Highly disturbed
1225,PARA,PARA_P_PAI0015,6/24/2006,Diversion,Highly disturbed
1233,PARA,PARA_P_PIG0023,6/14/2006,Diversion,Highly disturbed
1243,PARA,PARA_P_NIX0033,7/14/2006,Diversion,Highly disturbed
1251,PARA,PARA_P_ORS0041,7/14/2006,Diversion,Highly disturbed
1256,PARA,PARA_P_MAP0046,6/22/2006,Diversion,Highly disturbed
1265,PARA,PARA_P_AND0055,6/26/2006,Diversion,Highly disturbed
1272,PARA,PARA_P_LIT0062,7/12/2006,Diversion,Highly disturbed
1275,PARA,PARA_P_MAP0065,6/22/2006,Diversion,Highly disturbed
1277,PARA,PARA_P_TAS0067,5/16/2006,Diversion,Highly disturbed
1279,PARA,PARA_P_COY0069,6/14/2006,Diversion,Highly disturbed
1282,PARA,PARA_P_AND0072,6/26/2006,Diversion,Highly disturbed
1290,PARA,PARA_P_LIM0080,6/19/2006,Diversion,Highly disturbed
1295,PARA,PARA_P_SAL0085,6/14/2006,Diversion,Highly disturbed
1298,PARA,PARA_P_GYP0088,5/31/2006,Diversion,Highly disturbed
1301,PARA,PARA_P_MUD0091,7/25/2006,Diversion,Highly disturbed
1304,PARA,PARA_P_LAS0094,6/13/2006,Diversion,Highly disturbed
1319,PARA,PARA_P_JAC0109,6/1/2006,Diversion,Highly disturbed
1321,PARA,PARA_P_AND0111,6/26/2006,Diversion,Highly disturbed
1341,PARA,PARA_P_PAK0131,5/30/2006,Diversion,Highly disturbed
1346,PARA,PARA_P_COL0136,7/13/2006,Diversion,Highly disturbed
1357,PARA,PARA_P_PIG0147,6/13/2006,Diversion,Highly disturbed
1364,PARA,PARA_P_MUS0154,5/17/2006,Diversion,Highly disturbed
1369,PARA,PARA_P_AND0159,6/26/2006,Diversion,Highly disturbed
1371,PARA,PARA_P_AND0161,6/26/2006,Diversion,Highly disturbed
1372,PARA,PARA_P_BIG0162,7/13/2006,Diversion,Highly disturbed
1373,PARA,PARA_P_PAK0163,5/30/2006,Diversion,Highly disturbed
1375,PARA,PARA_P_BLA0165,5/31/2006,Diversion,Highly disturbed
1389,PARA,PARA_P_COY0179,7/12/2006,Diversion,Highly disturbed
1391,PARA,PARA_P_CAN0181,6/24/2006,Diversion,Highly disturbed
1402,PARA,PARA_P_NOR0192,6/1/2006,Diversion,Highly disturbed
1406,PARA,PARA_P_GRA0196,7/20/2006,Diversion,Highly disturbed
1407,PARA,PARA_P_MUS0197,5/17/2006,Diversion,Highly disturbed
1408,PARA,PARA_P_LAS0198,6/13/2006,Diversion,Highly disturbed
1409,PARA,PARA_P_EDS0199,5/13/2006,Diversion,Highly disturbed
1410,PARA,PARA_P_MID0200,5/14/2006,Diversion,Highly disturbed
1412,PARA,PARA_P_AND0202,6/26/2006,Diversion,Highly disturbed
1415,PARA,PARA_P_COV0205,6/1/2006,Diversion,Highly disturbed
1418,PARA,PARA_P_CAN0208,7/13/2006,Diversion,Highly disturbed
1422,PARA,PARA_P_RAT0212,6/14/2006,Diversion,Highly disturbed
1424,PARA,PARA_P_BIG0214,7/13/2006,Diversion,Highly disturbed
1428,PARA,PARA_P_COI0218,6/14/2006,Diversion,Highly disturbed
1431,PARA,PARA_P_JUM0221,6/24/2006,Diversion,Highly disturbed
1979,JOTR,JOTR_P_WOO0228,12/6/2005,Diversion,Highly disturbed
2032,JOTR,JOTR_P_RIN0272,1/17/2006,Diversion,Highly disturbed
2045,JOTR,JOTR_P_RAN0206,1/29/2006,Diversion,Highly disturbed
2046,JOTR,JOTR_P_WEL0236,1/29/2006,Diversion,Highly disturbed
2048,JOTR,JOTR_P_LOS0264,1/29/2006,Diversion,Highly disturbed
2055,JOTR,JOTR_P_SMO0200,2/6/2006,Diversion,Highly disturbed
2069,JOTR,JOTR_P_OLD0209,2/8/2006,Diversion,Highly disturbed
2086,JOTR,JOTR_P_COV0254,2/16/2006,Diversion,Highly disturbed
2091,JOTR,JOTR_P_LOS0006,2/16/2006,Diversion,Highly disturbed
2139,JOTR,JOTR_P_BAR0094,12/12/2005,Diversion,Highly disturbed
2189,JOTR,JOTR_P_GOL0043,1/31/2006,Diversion,Highly disturbed
2190,JOTR,JOTR_P_SUN0282,1/31/2006,Diversion,Highly disturbed
2191,JOTR,JOTR_P_MIS0195,1/31/2006,Diversion,Highly disturbed
2192,JOTR,JOTR_P_LAN0168,1/31/2006,Diversion,Highly disturbed
2244,JOTR,JOTR_P_BUR0015,3/6/2006,Diversion,Highly disturbed
2251,JOTR,JOTR_P_OAS0035,3/9/2006,Diversion,Highly disturbed
22,DEVA,DEVA_P_ANV1055,12/3/2004,Residence,Highly disturbed
165,DEVA,DEVA_P_CHI0523,1/13/2005,Residence,Highly disturbed
275,DEVA,DEVA_P_COV0663,10/24/2004,Residence,Highly disturbed
276,DEVA,DEVA_P_COW0157,3/17/2005,Residence,Highly disturbed
278,DEVA,DEVA_P_COW0160,3/17/2005,Residence,Highly disturbed
281,DEVA,DEVA_P_COW0163,3/17/2005,Residence,Highly disturbed
282,DEVA,DEVA_P_COW0164,3/17/2005,Residence,Highly disturbed
283,DEVA,DEVA_P_COW0165,3/17/2005,Residence,Highly disturbed
284,DEVA,DEVA_P_COW0166,1/17/2005,Residence,Highly disturbed
289,DEVA,DEVA_P_CRA0110,2/8/2005,Residence,Highly disturbed
290,DEVA,DEVA_P_CRA0112,2/8/2005,Residence,Highly disturbed
296,DEVA,DEVA_P_DEL0480,4/5/2005,Residence,Highly disturbed
304,DEVA,DEVA_P_DRI0696,11/17/2005,Residence,Highly disturbed
312,DEVA,DEVA_P_EAG0351,12/7/2004,Residence,Highly disturbed
316,DEVA,DEVA_P_EAS1045,12/1/2004,Residence,Highly disturbed
353,DEVA,DEVA_P_EMI0223,10/24/2004,Residence,Highly disturbed
377,DEVA,DEVA_P_GER0106,2/8/2005,Residence,Highly disturbed
403,DEVA,DEVA_P_GOL0920,11/13/2004,Residence,Highly disturbed
405,DEVA,DEVA_P_GOL0662,10/23/2004,Residence,Highly disturbed
450,DEVA,DEVA_P_GRE1058,12/4/2004,Residence,Highly disturbed
451,DEVA,DEVA_P_GRE0287,12/4/2004,Residence,Highly disturbed
487,DEVA,DEVA_P_HUN0508,11/11/2005,Residence,Highly disturbed
491,DEVA,DEVA_P_IBE0370,12/10/2004,Residence,Highly disturbed
492,DEVA,DEVA_P_IBE0721,12/10/2004,Residence,Highly disturbed
530,DEVA,DEVA_P_JAC0768,11/11/2005,Residence,Highly disturbed
551,DEVA,DEVA_P_JOD0831,,Residence,Highly disturbed
595,DEVA,DEVA_P_KEA1034,11/15/2004,Residence,Highly disturbed
644,DEVA,DEVA_P_LOW0231,1/17/2005,Residence,Highly disturbed
647,DEVA,DEVA_P_LOW0433,2/9/2005,Residence,Highly disturbed
678,DEVA,DEVA_P_MES0218,12/11/2004,Residence,Highly disturbed
699,DEVA,DEVA_P_MOR0693,11/17/2005,Residence,Highly disturbed
708,DEVA,DEVA_P_NAV0193,11/3/2004,Residence,Highly disturbed
709,DEVA,DEVA_P_NAV1051,12/2/2004,Residence,Highly disturbed
734,DEVA,DEVA_P_PAL0429,2/8/2005,Residence,Highly disturbed
737,DEVA,DEVA_P_PAN0766,11/5/2005,Residence,Highly disturbed
762,DEVA,DEVA_P_PUM1041,11/30/2004,Residence,Highly disturbed
777,DEVA,DEVA_P_RHO0044,12/10/2004,Residence,Highly disturbed
779,DEVA,DEVA_P_RIC1044,12/1/2004,Residence,Highly disturbed
786,DEVA,DEVA_P_RUS0285,12/4/2005,Residence,Highly disturbed
850,DEVA,DEVA_P_SHO0350,12/7/2004,Residence,Highly disturbed
866,DEVA,DEVA_P_SOS0259,2/13/2005,Residence,Highly disturbed
875,DEVA,DEVA_P_SOW0353,12/7/2004,Residence,Highly disturbed
887,DEVA,DEVA_P_STO0501,11/5/2005,Residence,Highly disturbed
901,DEVA,DEVA_P_SUR0633,10/20/2004,Residence,Highly disturbed
928,DEVA,DEVA_P_TRA0311,11/29/2004,Residence,Highly disturbed
986,DEVA,DEVA_P_WAT0832,,Residence,Highly disturbed
1010,DEVA,DEVA_P_WIL0756,10/13/2005,Residence,Highly disturbed
1013,DEVA,DEVA_P_WIL0856,11/3/2005,Residence,Highly disturbed
1018,DEVA,DEVA_P_WIL0440,2/16/2005,Residence,Highly disturbed
1277,PARA,PARA_P_TAS0067,5/16/2006,Residence,Highly disturbed
2045,JOTR,JOTR_P_RAN0206,1/29/2006,Residence,Highly disturbed
2046,JOTR,JOTR_P_WEL0236,1/29/2006,Residence,Highly disturbed
2048,JOTR,JOTR_P_LOS0264,1/29/2006,Residence,Highly disturbed
2091,JOTR,JOTR_P_LOS0006,2/16/2006,Residence,Highly disturbed
2189,JOTR,JOTR_P_GOL0043,1/31/2006,Residence,Highly disturbed
15,DEVA,DEVA_P_ACR0006,12/5/2004,Drying,Highly disturbed
20,DEVA,DEVA_P_ANT0757,10/13/2005,Drying,Highly disturbed
25,DEVA,DEVA_P_ARR0439,2/14/2005,Drying,Highly disturbed
26,DEVA,DEVA_P_ARR0137,3/7/2005,Drying,Highly disturbed
27,DEVA,DEVA_P_ARS0417,1/25/2005,Drying,Highly disturbed
29,DEVA,DEVA_P_ASH0365,12/10/2004,Drying,Highly disturbed
30,DEVA,DEVA_P_BAC0992,11/5/2004,Drying,Highly disturbed
32,DEVA,DEVA_P_BAD0226,1/15/2005,Drying,Highly disturbed
41,DEVA,DEVA_P_BED0384,11/10/2004,Drying,Highly disturbed
45,DEVA,DEVA_P_BEN0606,1/20/2005,Drying,Highly disturbed
54,DEVA,DEVA_P_BIG0817,11/18/2005,Drying,Highly disturbed
55,DEVA,DEVA_P_BIG0818,11/18/2005,Drying,Highly disturbed
56,DEVA,DEVA_P_BIG0819,11/18/2005,Drying,Highly disturbed
57,DEVA,DEVA_P_BIN0993,11/5/2004,Drying,Highly disturbed
61,DEVA,DEVA_P_BLA0219,12/12/2004,Drying,Highly disturbed
62,DEVA,DEVA_P_BLA0220,12/12/2004,Drying,Highly disturbed
63,DEVA,DEVA_P_BLA0221,12/12/2004,Drying,Highly disturbed
64,DEVA,DEVA_P_BLA0222,12/12/2004,Drying,Highly disturbed
66,DEVA,DEVA_P_BLA0722,12/11/2004,Drying,Highly disturbed
67,DEVA,DEVA_P_BLA0723,12/11/2004,Drying,Highly disturbed
68,DEVA,DEVA_P_BLA0724,,Drying,Highly disturbed
69,DEVA,DEVA_P_BLA0725,12/11/2004,Drying,Highly disturbed
70,DEVA,DEVA_P_BLA0726,12/11/2004,Drying,Highly disturbed
71,DEVA,DEVA_P_BLA0727,12/11/2004,Drying,Highly disturbed
72,DEVA,DEVA_P_BLA0728,12/11/2004,Drying,Highly disturbed
73,DEVA,DEVA_P_BLA0729,12/11/2004,Drying,Highly disturbed
74,DEVA,DEVA_P_BLA0730,12/11/2004,Drying,Highly disturbed
75,DEVA,DEVA_P_BLA0731,12/11/2004,Drying,Highly disturbed
76,DEVA,DEVA_P_BLA0371,12/11/2004,Drying,Highly disturbed
77,DEVA,DEVA_P_BLA0372,12/11/2004,Drying,Highly disturbed
78,DEVA,DEVA_P_BLA0373,12/11/2004,Drying,Highly disturbed
79,DEVA,DEVA_P_BLA0374,12/11/2004,Drying,Highly disturbed
80,DEVA,DEVA_P_BLA0375,12/11/2004,Drying,Highly disturbed
81,DEVA,DEVA_P_BLA0376,12/11/2004,Drying,Highly disturbed
82,DEVA,DEVA_P_BLA0475,3/23/2005,Drying,Highly disturbed
90,DEVA,DEVA_P_BRA0045,12/10/2004,Drying,Highly disturbed
91,DEVA,DEVA_P_BRA0046,12/10/2004,Drying,Highly disturbed
92,DEVA,DEVA_P_BRA0047,12/10/2004,Drying,Highly disturbed
93,DEVA,DEVA_P_BRA0056,12/10/2004,Drying,Highly disturbed
96,DEVA,DEVA_P_BRI0275,11/17/2004,Drying,Highly disturbed
99,DEVA,DEVA_P_BRO0531,11/14/2005,Drying,Highly disturbed
101,DEVA,DEVA_P_BUC0121,11/13/2005,Drying,Highly disturbed
102,DEVA,DEVA_P_BUC0578,1/19/2005,Drying,Highly disturbed
106,DEVA,DEVA_P_BUC0563,1/19/2005,Drying,Highly disturbed
107,DEVA,DEVA_P_BUC0590,1/21/2005,Drying,Highly disturbed
108,DEVA,DEVA_P_BUC0564,1/19/2005,Drying,Highly disturbed
111,DEVA,DEVA_P_BUC0592,1/21/2005,Drying,Highly disturbed
112,DEVA,DEVA_P_BUC0566,1/19/2005,Drying,Highly disturbed
114,DEVA,DEVA_P_BUC0567,1/19/2005,Drying,Highly disturbed
116,DEVA,DEVA_P_BUC0568,1/19/2005,Drying,Highly disturbed
124,DEVA,DEVA_P_BUC0572,1/19/2005,Drying,Highly disturbed
126,DEVA,DEVA_P_BUC0573,1/19/2005,Drying,Highly disturbed
128,DEVA,DEVA_P_BUC0574,1/19/2005,Drying,Highly disturbed
135,DEVA,DEVA_P_BUC0579,1/21/2005,Drying,Highly disturbed
136,DEVA,DEVA_P_BUC0580,1/21/2005,Drying,Highly disturbed
137,DEVA,DEVA_P_BUC0581,1/21/2005,Drying,Highly disturbed
138,DEVA,DEVA_P_BUC0582,1/21/2005,Drying,Highly disturbed
139,DEVA,DEVA_P_BUC0583,1/21/2005,Drying,Highly disturbed
140,DEVA,DEVA_P_BUC0584,1/21/2005,Drying,Highly disturbed
142,DEVA,DEVA_P_BUC0586,1/21/2005,Drying,Highly disturbed
143,DEVA,DEVA_P_BUC0587,1/21/2005,Drying,Highly disturbed
144,DEVA,DEVA_P_BUL0848,11/21/2005,Drying,Highly disturbed
157,DEVA,DEVA_P_CAL0396,1/11/2005,Drying,Highly disturbed
158,DEVA,DEVA_P_CAN0671,10/24/2004,Drying,Highly disturbed
161,DEVA,DEVA_P_CAV0279,11/14/2004,Drying,Highly disturbed
162,DEVA,DEVA_P_CBS0714,4/5/2005,Drying,Highly disturbed
163,DEVA,DEVA_P_CEN0670,10/24/2004,Drying,Highly disturbed
168,DEVA,DEVA_P_CHU0669,10/24/2004,Drying,Highly disturbed
171,DEVA,DEVA_P_CLO0682,2/10/2005,Drying,Highly disturbed
176,DEVA,DEVA_P_COR0995,11/17/2004,Drying,Highly disturbed
206,DEVA,DEVA_P_FIV0004,12/5/2004,Drying,Highly disturbed
275,DEVA,DEVA_P_COV0663,10/24/2004,Drying,Highly disturbed
277,DEVA,DEVA_P_COW0159,3/17/2005,Drying,Highly disturbed
286,DEVA,DEVA_P_COY0852,11/21/2005,Drying,Highly disturbed
290,DEVA,DEVA_P_CRA0112,2/8/2005,Drying,Highly disturbed
295,DEVA,DEVA_P_DEA0496,5/22/2005,Drying,Highly disturbed
296,DEVA,DEVA_P_DEL0480,4/5/2005,Drying,Highly disturbed
300,DEVA,DEVA_P_DOE0850,11/20/2005,Drying,Highly disturbed
305,DEVA,DEVA_P_DRU0467,3/16/2005,Drying,Highly disturbed
308,DEVA,DEVA_P_DRY0733,2/1/2005,Drying,Highly disturbed
310,DEVA,DEVA_P_DUN0055,11/4/2004,Drying,Highly disturbed
315,DEVA,DEVA_P_EAS0172,12/1/2004,Drying,Highly disturbed
318,DEVA,DEVA_P_EAS0675,1/18/2005,Drying,Highly disturbed
325,DEVA,DEVA_P_EAS0560,1/19/2005,Drying,Highly disturbed
328,DEVA,DEVA_P_EAS0536,1/18/2005,Drying,Highly disturbed
329,DEVA,DEVA_P_EAS0537,1/18/2005,Drying,Highly disturbed
335,DEVA,DEVA_P_EAS0543,1/19/2005,Drying,Highly disturbed
351,DEVA,DEVA_P_EDS0665,10/24/2004,Drying,Highly disturbed
352,DEVA,DEVA_P_EDG0474,3/16/2005,Drying,Highly disturbed
356,DEVA,DEVA_P_EMI0668,10/24/2004,Drying,Highly disturbed
361,DEVA,DEVA_P_FAT0109,2/8/2005,Drying,Highly disturbed
366,DEVA,DEVA_P_FIV0001,12/5/2004,Drying,Highly disturbed
403,DEVA,DEVA_P_GOL0920,11/13/2004,Drying,Highly disturbed
404,DEVA,DEVA_P_GOL0661,10/23/2004,Drying,Highly disturbed
405,DEVA,DEVA_P_GOL0662,10/23/2004,Drying,Highly disturbed
407,DEVA,DEVA_P_GRA0378,12/12/2004,Drying,Highly disturbed
428,DEVA,DEVA_P_GRA0345,12/6/2004,Drying,Highly disturbed
443,DEVA,DEVA_P_GRA0648,11/14/2005,Drying,Highly disturbed
444,DEVA,DEVA_P_GRA0647,11/14/2005,Drying,Highly disturbed
445,DEVA,DEVA_P_GRA0649,11/14/2005,Drying,Highly disturbed
446,DEVA,DEVA_P_GRA0017,12/7/2004,Drying,Highly disturbed
447,DEVA,DEVA_P_GRE0284,12/4/2004,Drying,Highly disturbed
448,DEVA,DEVA_P_GRE0283,10/30/2004,Drying,Highly disturbed
449,DEVA,DEVA_P_GRE0282,12/4/2004,Drying,Highly disturbed
452,DEVA,DEVA_P_GRE0777,11/2/2004,Drying,Highly disturbed
455,DEVA,DEVA_P_GRE0681,2/10/2005,Drying,Highly disturbed
457,DEVA,DEVA_P_GRU0291,12/4/2004,Drying,Highly disturbed
459,DEVA,DEVA_P_HAR0312,11/30/2004,Drying,Highly disturbed
460,DEVA,DEVA_P_HAT1057,12/3/2004,Drying,Highly disturbed
472,DEVA,DEVA_P_HOB0214,12/11/2004,Drying,Highly disturbed
473,DEVA,DEVA_P_HOB0387,12/11/2004,Drying,Highly disturbed
477,DEVA,DEVA_P_HOL0711,11/6/2004,Drying,Highly disturbed
479,DEVA,DEVA_P_HOP1040,11/30/2004,Drying,Highly disturbed
483,DEVA,DEVA_P_HOR0659,10/23/2004,Drying,Highly disturbed
487,DEVA,DEVA_P_HUN0508,11/11/2005,Drying,Highly disturbed
491,DEVA,DEVA_P_IBE0370,12/10/2004,Drying,Highly disturbed
492,DEVA,DEVA_P_IBE0721,12/10/2004,Drying,Highly disturbed
494,DEVA,DEVA_P_IND0626,2/2/2005,Drying,Highly disturbed
497,DEVA,DEVA_P_JAC0184,3/30/2005,Drying,Highly disturbed
498,DEVA,DEVA_P_JAC0182,3/30/2005,Drying,Highly disturbed
503,DEVA,DEVA_P_JAC0189,3/31/2005,Drying,Highly disturbed
504,DEVA,DEVA_P_JAC0689,3/31/2005,Drying,Highly disturbed
505,DEVA,DEVA_P_JAC0690,3/31/2005,Drying,Highly disturbed
509,DEVA,DEVA_P_JAC0814,11/17/2005,Drying,Highly disturbed
523,DEVA,DEVA_P_JAC0446,3/5/2005,Drying,Highly disturbed
529,DEVA,DEVA_P_JAC0437,,Drying,Highly disturbed
532,DEVA,DEVA_P_JAC0506,11/11/2005,Drying,Highly disturbed
537,DEVA,DEVA_P_JAC0755,3/4/2005,Drying,Highly disturbed
539,DEVA,DEVA_P_JAC0130,3/4/2005,Drying,Highly disturbed
543,DEVA,DEVA_P_JAC0769,11/12/2005,Drying,Highly disturbed
547,DEVA,DEVA_P_JAY0691,4/5/2005,Drying,Highly disturbed
549,DEVA,DEVA_P_JIG0470,3/16/2005,Drying,Highly disturbed
550,DEVA,DEVA_P_JIN1042,11/30/2005,Drying,Highly disturbed
554,DEVA,DEVA_P_JUB0288,12/4/2004,Drying,Highly disturbed
555,DEVA,DEVA_P_KEA1037,11/7/2004,Drying,Highly disturbed
557,DEVA,DEVA_P_KEA1012,11/12/2004,Drying,Highly disturbed
558,DEVA,DEVA_P_KEA1013,11/15/2004,Drying,Highly disturbed
560,DEVA,DEVA_P_KEA1015,11/15/2004,Drying,Highly disturbed
561,DEVA,DEVA_P_KEA1016,11/15/2004,Drying,Highly disturbed
562,DEVA,DEVA_P_KEA1017,11/15/2004,Drying,Highly disturbed
563,DEVA,DEVA_P_KEA1018,11/15/2004,Drying,Highly disturbed
564,DEVA,DEVA_P_KEA1019,11/15/2004,Drying,Highly disturbed
565,DEVA,DEVA_P_KEA1020,11/15/2004,Drying,Highly disturbed
566,DEVA,DEVA_P_KEA1021,11/15/2004,Drying,Highly disturbed
567,DEVA,DEVA_P_KEA1022,11/16/2004,Drying,Highly disturbed
568,DEVA,DEVA_P_KEA1023,11/16/2004,Drying,Highly disturbed
569,DEVA,DEVA_P_KEA1024,11/16/2004,Drying,Highly disturbed
570,DEVA,DEVA_P_KEA1025,11/16/2004,Drying,Highly disturbed
571,DEVA,DEVA_P_KEA1026,11/16/2004,Drying,Highly disturbed
572,DEVA,DEVA_P_KEA1027,11/16/2004,Drying,Highly disturbed
573,DEVA,DEVA_P_KEA1028,11/16/2004,Drying,Highly disturbed
574,DEVA,DEVA_P_KEA1029,11/16/2004,Drying,Highly disturbed
576,DEVA,DEVA_P_KEA0998,11/15/2004,Drying,Highly disturbed
577,DEVA,DEVA_P_KEA0999,9/23/2004,Drying,Highly disturbed
579,DEVA,DEVA_P_KEA1001,11/15/2004,Drying,Highly disturbed
580,DEVA,DEVA_P_KEA1002,11/15/2004,Drying,Highly disturbed
581,DEVA,DEVA_P_KEA1003,11/15/2004,Drying,Highly disturbed
584,DEVA,DEVA_P_KEA1006,11/15/2004,Drying,Highly disturbed
585,DEVA,DEVA_P_KEA1007,11/15/2004,Drying,Highly disturbed
586,DEVA,DEVA_P_KEA1008,11/15/2004,Drying,Highly disturbed
587,DEVA,DEVA_P_KEA1009,11/15/2004,Drying,Highly disturbed
589,DEVA,DEVA_P_KEA1010,11/15/2004,Drying,Highly disturbed
