Event_ID,Unit_Code,MOJN_SpringCode,EventDate,Disturbance_Description,SiteCondition_Description
43,DEVA,DEVA_P_BEE0204,11/12/2004,Other,Undisturbed
49,DEVA,DEVA_P_BIG0088,1/31/2005,Other,Undisturbed
50,DEVA,DEVA_P_BIG0089,1/31/2005,Other,Undisturbed
52,DEVA,DEVA_P_BIG0091,1/31/2005,Other,Undisturbed
65,DEVA,DEVA_P_BLA0377,12/12/2004,Other,Undisturbed
88,DEVA,DEVA_P_BON0151,3/8/2005,Other,Undisturbed
89,DEVA,DEVA_P_BOT0781,10/11/2005,Other,Undisturbed
97,DEVA,DEVA_P_BRI0276,11/17/2004,Other,Undisturbed
117,DEVA,DEVA_P_BUC0595,1/31/2005,Other,Undisturbed
119,DEVA,DEVA_P_BUC0596,1/31/2005,Other,Undisturbed
121,DEVA,DEVA_P_BUC0597,1/31/2005,Other,Undisturbed
123,DEVA,DEVA_P_BUC0598,1/31/2005,Other,Undisturbed
125,DEVA,DEVA_P_BUC0599,1/31/2005,Other,Undisturbed
127,DEVA,DEVA_P_BUC0600,1/31/2005,Other,Undisturbed
129,DEVA,DEVA_P_BUC0601,1/31/2005,Other,Undisturbed
131,DEVA,DEVA_P_BUC0602,1/31/2005,Other,Undisturbed
133,DEVA,DEVA_P_BUC0603,1/31/2005,Other,Undisturbed
153,DEVA,DEVA_P_BUS0233,11/12/2004,Other,Undisturbed
154,DEVA,DEVA_P_BUS0232,11/12/2004,Other,Undisturbed
228,DEVA,DEVA_P_LAS0251,11/15/2004,Other,Undisturbed
297,DEVA,DEVA_P_DEL0481,4/5/2005,Other,Undisturbed
320,DEVA,DEVA_P_EAS0676,1/18/2005,Other,Undisturbed
322,DEVA,DEVA_P_EAS0677,1/18/2005,Other,Undisturbed
360,DEVA,DEVA_P_FAN0744,2/16/2005,Other,Undisturbed
365,DEVA,DEVA_P_FIR0990,11/6/2004,Other,Undisturbed
376,DEVA,DEVA_P_GAR0302,11/29/2004,Other,Undisturbed
386,DEVA,DEVA_P_GNO0063,12/16/2004,Other,Undisturbed
387,DEVA,DEVA_P_GNO0064,12/16/2204,Other,Undisturbed
390,DEVA,DEVA_P_GNO0071,12/16/2004,Other,Undisturbed
393,DEVA,DEVA_P_GNO0074,12/16/2004,Other,Undisturbed
394,DEVA,DEVA_P_GNO0075,12/16/2004,Other,Undisturbed
395,DEVA,DEVA_P_GNO0076,12/16/2004,Other,Undisturbed
399,DEVA,DEVA_P_GNO0080,1/4/2005,Other,Undisturbed
409,DEVA,DEVA_P_GRA0009,12/6/2004,Other,Undisturbed
411,DEVA,DEVA_P_GRA0343,12/6/2004,Other,Undisturbed
412,DEVA,DEVA_P_GRA0342,12/6/2004,Other,Undisturbed
413,DEVA,DEVA_P_GRA0341,12/6/2004,Other,Undisturbed
414,DEVA,DEVA_P_GRA0340,12/6/2004,Other,Undisturbed
416,DEVA,DEVA_P_GRA0339,12/6/2004,Other,Undisturbed
417,DEVA,DEVA_P_GRA0335,12/4/2004,Other,Undisturbed
418,DEVA,DEVA_P_GRA0328,12/4/2004,Other,Undisturbed
419,DEVA,DEVA_P_GRA0332,12/14/2004,Other,Undisturbed
420,DEVA,DEVA_P_GRA0329,12/4/2004,Other,Undisturbed
421,DEVA,DEVA_P_GRA0327,12/4/2004,Other,Undisturbed
423,DEVA,DEVA_P_GRA0330,12/4/2004,Other,Undisturbed
425,DEVA,DEVA_P_GRA0331,12/4/2004,Other,Undisturbed
429,DEVA,DEVA_P_GRA0338,12/6/2004,Other,Undisturbed
430,DEVA,DEVA_P_GRA0336,12/4/2004,Other,Undisturbed
431,DEVA,DEVA_P_GRA0334,12/4/2004,Other,Undisturbed
432,DEVA,DEVA_P_GRA0333,12/4/2004,Other,Undisturbed
434,DEVA,DEVA_P_GRA0326,12/4/2004,Other,Undisturbed
435,DEVA,DEVA_P_GRA0322,12/3/2004,Other,Undisturbed
436,DEVA,DEVA_P_GRA0320,12/3/2004,Other,Undisturbed
437,DEVA,DEVA_P_GRA0321,12/3/2004,Other,Undisturbed
438,DEVA,DEVA_P_GRA0319,12/3/2004,Other,Undisturbed
439,DEVA,DEVA_P_GRA0318,12/3/2004,Other,Undisturbed
440,DEVA,DEVA_P_GRA0317,12/3/2004,Other,Undisturbed
441,DEVA,DEVA_P_GRA0316,12/3/2004,Other,Undisturbed
461,DEVA,DEVA_P_HAW0019,12/7/2004,Other,Undisturbed
462,DEVA,DEVA_P_HAW0358,12/7/2004,Other,Undisturbed
463,DEVA,DEVA_P_HAW0018,12/7/2005,Other,Undisturbed
478,DEVA,DEVA_P_HOP1039,11/30/2004,Other,Undisturbed
480,DEVA,DEVA_P_HOR0363,12/9/2004,Other,Undisturbed
546,DEVA,DEVA_P_JAI0499,10/10/2005,Other,Undisturbed
611,DEVA,DEVA_P_LAS0249,11/15/2004,Other,Undisturbed
612,DEVA,DEVA_P_LAS0248,11/15/2004,Other,Undisturbed
624,DEVA,DEVA_P_LIT0443,4/3/2005,Other,Undisturbed
631,DEVA,DEVA_P_LON0357,12/7/2004,Other,Undisturbed
639,DEVA,DEVA_P_LOS0623,2/4/2005,Other,Undisturbed
660,DEVA,DEVA_P_MAH0805,10/14/2005,Other,Undisturbed
661,DEVA,DEVA_P_MAI0406,11/13/2005,Other,Undisturbed
664,DEVA,DEVA_P_MAI0627,2/3/2005,Other,Undisturbed
665,DEVA,DEVA_P_MAI0618,2/3/2005,Other,Undisturbed
671,DEVA,DEVA_P_MAR0855,11/29/2005,Other,Undisturbed
698,DEVA,DEVA_P_MOR0356,12/7/2004,Other,Undisturbed
706,DEVA,DEVA_P_NAG0761,10/14/2005,Other,Undisturbed
764,DEVA,DEVA_P_QAS0515,1/6/2005,Other,Undisturbed
789,DEVA,DEVA_P_SAL0354,12/7/2004,Other,Undisturbed
794,DEVA,DEVA_P_SAL0383,12/14/2004,Other,Undisturbed
810,DEVA,DEVA_P_SARA0,3/28/1998,Other,Undisturbed
852,DEVA,DEVA_P_SHO0143,3/9/2005,Other,Undisturbed
872,DEVA,DEVA_P_SOU0619,2/3/2005,Other,Undisturbed
888,DEVA,DEVA_P_STO0426,2/8/2005,Other,Undisturbed
902,DEVA,DEVA_P_SUR0303,11/29/2004,Other,Undisturbed
903,DEVA,DEVA_P_SUR0304,11/29/2004,Other,Undisturbed
907,DEVA,DEVA_P_SUR0308,11/29/2004,Other,Undisturbed
909,DEVA,DEVA_P_SUR0310,11/29/2004,Other,Undisturbed
973,DEVA,DEVA_P_UPP0144,3/10/2005,Other,Undisturbed
981,DEVA,DEVA_P_WAL0780,11/10/2005,Other,Undisturbed
1000,DEVA,DEVA_P_WHE0361,12/9/2004,Other,Undisturbed
1022,DEVA,DEVA_P_WOM0459,3/15/2005,Other,Undisturbed
1149,LAKE,LAKE_P_SAC0028,11/10/2006,Other,Undisturbed
1235,PARA,PARA_P_HID0025,6/14/2006,Other,Undisturbed
1250,PARA,PARA_P_AND0040,6/26/2006,Other,Undisturbed
1308,PARA,PARA_P_SOU0098,6/1/2006,Other,Undisturbed
1318,PARA,PARA_P_BUR0108,5/31/2006,Other,Undisturbed
1326,PARA,PARA_P_POC0116,6/19/2006,Other,Undisturbed
1328,PARA,PARA_P_AMB0118,1/6/2007,Other,Undisturbed
1331,PARA,PARA_P_MUS0121,6/12/2006,Other,Undisturbed
1356,PARA,PARA_P_POC0146,6/19/2006,Other,Undisturbed
1367,PARA,PARA_P_HID0157,6/14/2006,Other,Undisturbed
1388,PARA,PARA_P_SOU0178,6/1/2006,Other,Undisturbed
1430,PARA,PARA_P_HID0220,6/14/2006,Other,Undisturbed
2007,JOTR,JOTR_P_RAI0192,1/8/2006,Other,Undisturbed
2008,JOTR,JOTR_P_JUM0239,1/8/2006,Other,Undisturbed
2011,JOTR,JOTR_P_DEE0184,1/9/2006,Other,Undisturbed
2013,JOTR,JOTR_P_PLE0189,1/9/2006,Other,Undisturbed
2016,JOTR,JOTR_P_PLE0108,1/13/2006,Other,Undisturbed
2018,JOTR,JOTR_P_NPS0276,1/14/2006,Other,Undisturbed
2034,JOTR,JOTR_P_WAL0212,1/17/2006,Other,Undisturbed
2042,JOTR,JOTR_P_PIN0013,1/23/2006,Other,Undisturbed
2044,JOTR,JOTR_P_BED0243,1/28/2006,Other,Undisturbed
2052,JOTR,JOTR_P_OWL0107,2/2/2006,Other,Undisturbed
2053,JOTR,JOTR_P_POR0222,2/2/2006,Other,Undisturbed
2072,JOTR,JOTR_P_NPS0037,2/13/2006,Other,Undisturbed
2074,JOTR,JOTR_P_WIL0053,2/14/2006,Other,Undisturbed
2075,JOTR,JOTR_P_EMB0095,2/14/2006,Other,Undisturbed
2076,JOTR,JOTR_P_EMB0256,2/14/2006,Other,Undisturbed
2078,JOTR,JOTR_P_HOW0196,2/14/2006,Other,Undisturbed
2081,JOTR,JOTR_P_KEY0240,2/15/2006,Other,Undisturbed
2082,JOTR,JOTR_P_LAN0262,2/15/2006,Other,Undisturbed
2083,JOTR,JOTR_P_CHA0129,2/15/2006,Other,Undisturbed
2084,JOTR,JOTR_P_JOH0146,2/15/2006,Other,Undisturbed
2111,JOTR,JOTR_P_QUA0088,3/7/2006,Other,Undisturbed
2156,JOTR,JOTR_P_PIN0009,1/10/2006,Other,Undisturbed
2157,JOTR,JOTR_P_MCH0224,1/10/2006,Other,Undisturbed
2159,JOTR,JOTR_P_MOR0159,1/12/2006,Other,Undisturbed
2160,JOTR,JOTR_P_DES0044,1/10/2006,Other,Undisturbed
2186,JOTR,JOTR_P_FRI0257,1/31/2006,Other,Undisturbed
2187,JOTR,JOTR_P_PIN0267,1/31/2006,Other,Undisturbed
2188,JOTR,JOTR_P_PIN0292,1/31/2006,Other,Undisturbed
2195,JOTR,JOTR_P_BLU0031,2/7/2006,Other,Undisturbed
2196,JOTR,JOTR_P_QUA0090,2/8/2006,Other,Undisturbed
2223,JOTR,JOTR_P_SAM0081,2/15/2006,Other,Undisturbed
214,DEVA,DEVA_P_LAS0237,11/13/2004,Drying,Undisturbed
65,DEVA,DEVA_P_BLA0377,12/12/2004,Overall,Undisturbed
42,DEVA,DEVA_P_BED0200,11/10/2004,Overall,Undisturbed
43,DEVA,DEVA_P_BEE0204,11/12/2004,Overall,Undisturbed
49,DEVA,DEVA_P_BIG0088,1/31/2005,Overall,Undisturbed
50,DEVA,DEVA_P_BIG0089,1/31/2005,Overall,Undisturbed
52,DEVA,DEVA_P_BIG0091,1/31/2005,Overall,Undisturbed
624,DEVA,DEVA_P_LIT0443,4/3/2005,Overall,Undisturbed
1331,PARA,PARA_P_MUS0121,6/12/2006,Overall,Undisturbed
88,DEVA,DEVA_P_BON0151,3/8/2005,Overall,Undisturbed
89,DEVA,DEVA_P_BOT0781,10/11/2005,Overall,Undisturbed
97,DEVA,DEVA_P_BRI0276,11/17/2004,Overall,Undisturbed
478,DEVA,DEVA_P_HOP1039,11/30/2004,Overall,Undisturbed
480,DEVA,DEVA_P_HOR0363,12/9/2004,Overall,Undisturbed
481,DEVA,DEVA_P_HOR0364,12/9/2004,Overall,Undisturbed
706,DEVA,DEVA_P_NAG0761,10/14/2005,Overall,Undisturbed
1318,PARA,PARA_P_BUR0108,5/31/2006,Overall,Undisturbed
117,DEVA,DEVA_P_BUC0595,1/31/2005,Overall,Undisturbed
119,DEVA,DEVA_P_BUC0596,1/31/2005,Overall,Undisturbed
121,DEVA,DEVA_P_BUC0597,1/31/2005,Overall,Undisturbed
123,DEVA,DEVA_P_BUC0598,1/31/2005,Overall,Undisturbed
125,DEVA,DEVA_P_BUC0599,1/31/2005,Overall,Undisturbed
127,DEVA,DEVA_P_BUC0600,1/31/2005,Overall,Undisturbed
129,DEVA,DEVA_P_BUC0601,1/31/2005,Overall,Undisturbed
131,DEVA,DEVA_P_BUC0602,1/31/2005,Overall,Undisturbed
133,DEVA,DEVA_P_BUC0603,1/31/2005,Overall,Undisturbed
153,DEVA,DEVA_P_BUS0233,11/12/2004,Overall,Undisturbed
154,DEVA,DEVA_P_BUS0232,11/12/2004,Overall,Undisturbed
214,DEVA,DEVA_P_LAS0237,11/13/2004,Overall,Undisturbed
228,DEVA,DEVA_P_LAS0251,11/15/2004,Overall,Undisturbed
297,DEVA,DEVA_P_DEL0481,4/5/2005,Overall,Undisturbed
320,DEVA,DEVA_P_EAS0676,1/18/2005,Overall,Undisturbed
322,DEVA,DEVA_P_EAS0677,1/18/2005,Overall,Undisturbed
360,DEVA,DEVA_P_FAN0744,2/16/2005,Overall,Undisturbed
365,DEVA,DEVA_P_FIR0990,11/6/2004,Overall,Undisturbed
376,DEVA,DEVA_P_GAR0302,11/29/2004,Overall,Undisturbed
386,DEVA,DEVA_P_GNO0063,12/16/2004,Overall,Undisturbed
387,DEVA,DEVA_P_GNO0064,12/16/2204,Overall,Undisturbed
390,DEVA,DEVA_P_GNO0071,12/16/2004,Overall,Undisturbed
393,DEVA,DEVA_P_GNO0074,12/16/2004,Overall,Undisturbed
394,DEVA,DEVA_P_GNO0075,12/16/2004,Overall,Undisturbed
395,DEVA,DEVA_P_GNO0076,12/16/2004,Overall,Undisturbed
399,DEVA,DEVA_P_GNO0080,1/4/2005,Overall,Undisturbed
409,DEVA,DEVA_P_GRA0009,12/6/2004,Overall,Undisturbed
411,DEVA,DEVA_P_GRA0343,12/6/2004,Overall,Undisturbed
412,DEVA,DEVA_P_GRA0342,12/6/2004,Overall,Undisturbed
413,DEVA,DEVA_P_GRA0341,12/6/2004,Overall,Undisturbed
414,DEVA,DEVA_P_GRA0340,12/6/2004,Overall,Undisturbed
416,DEVA,DEVA_P_GRA0339,12/6/2004,Overall,Undisturbed
417,DEVA,DEVA_P_GRA0335,12/4/2004,Overall,Undisturbed
418,DEVA,DEVA_P_GRA0328,12/4/2004,Overall,Undisturbed
419,DEVA,DEVA_P_GRA0332,12/14/2004,Overall,Undisturbed
420,DEVA,DEVA_P_GRA0329,12/4/2004,Overall,Undisturbed
421,DEVA,DEVA_P_GRA0327,12/4/2004,Overall,Undisturbed
423,DEVA,DEVA_P_GRA0330,12/4/2004,Overall,Undisturbed
425,DEVA,DEVA_P_GRA0331,12/4/2004,Overall,Undisturbed
429,DEVA,DEVA_P_GRA0338,12/6/2004,Overall,Undisturbed
430,DEVA,DEVA_P_GRA0336,12/4/2004,Overall,Undisturbed
431,DEVA,DEVA_P_GRA0334,12/4/2004,Overall,Undisturbed
432,DEVA,DEVA_P_GRA0333,12/4/2004,Overall,Undisturbed
434,DEVA,DEVA_P_GRA0326,12/4/2004,Overall,Undisturbed
435,DEVA,DEVA_P_GRA0322,12/3/2004,Overall,Undisturbed
436,DEVA,DEVA_P_GRA0320,12/3/2004,Overall,Undisturbed
437,DEVA,DEVA_P_GRA0321,12/3/2004,Overall,Undisturbed
438,DEVA,DEVA_P_GRA0319,12/3/2004,Overall,Undisturbed
439,DEVA,DEVA_P_GRA0318,12/3/2004,Overall,Undisturbed
440,DEVA,DEVA_P_GRA0317,12/3/2004,Overall,Undisturbed
441,DEVA,DEVA_P_GRA0316,12/3/2004,Overall,Undisturbed
461,DEVA,DEVA_P_HAW0019,12/7/2004,Overall,Undisturbed
462,DEVA,DEVA_P_HAW0358,12/7/2004,Overall,Undisturbed
463,DEVA,DEVA_P_HAW0018,12/7/2005,Overall,Undisturbed
546,DEVA,DEVA_P_JAI0499,10/10/2005,Overall,Undisturbed
611,DEVA,DEVA_P_LAS0249,11/15/2004,Overall,Undisturbed
612,DEVA,DEVA_P_LAS0248,11/15/2004,Overall,Undisturbed
631,DEVA,DEVA_P_LON0357,12/7/2004,Overall,Undisturbed
639,DEVA,DEVA_P_LOS0623,2/4/2005,Overall,Undisturbed
660,DEVA,DEVA_P_MAH0805,10/14/2005,Overall,Undisturbed
661,DEVA,DEVA_P_MAI0406,11/13/2005,Overall,Undisturbed
664,DEVA,DEVA_P_MAI0627,2/3/2005,Overall,Undisturbed
665,DEVA,DEVA_P_MAI0618,2/3/2005,Overall,Undisturbed
671,DEVA,DEVA_P_MAR0855,11/29/2005,Overall,Undisturbed
694,DEVA,DEVA_P_MON0462,11/10/2004,Overall,Undisturbed
698,DEVA,DEVA_P_MOR0356,12/7/2004,Overall,Undisturbed
730,DEVA,DEVA_P_OPE0785,11/11/2005,Overall,Undisturbed
764,DEVA,DEVA_P_QAS0515,1/6/2005,Overall,Undisturbed
789,DEVA,DEVA_P_SAL0354,12/7/2004,Overall,Undisturbed
794,DEVA,DEVA_P_SAL0383,12/14/2004,Overall,Undisturbed
810,DEVA,DEVA_P_SARA0,3/28/1998,Overall,Undisturbed
852,DEVA,DEVA_P_SHO0143,3/9/2005,Overall,Undisturbed
872,DEVA,DEVA_P_SOU0619,2/3/2005,Overall,Undisturbed
888,DEVA,DEVA_P_STO0426,2/8/2005,Overall,Undisturbed
902,DEVA,DEVA_P_SUR0303,11/29/2004,Overall,Undisturbed
903,DEVA,DEVA_P_SUR0304,11/29/2004,Overall,Undisturbed
907,DEVA,DEVA_P_SUR0308,11/29/2004,Overall,Undisturbed
909,DEVA,DEVA_P_SUR0310,11/29/2004,Overall,Undisturbed
973,DEVA,DEVA_P_UPP0144,3/10/2005,Overall,Undisturbed
981,DEVA,DEVA_P_WAL0780,11/10/2005,Overall,Undisturbed
1000,DEVA,DEVA_P_WHE0361,12/9/2004,Overall,Undisturbed
1022,DEVA,DEVA_P_WOM0459,3/15/2005,Overall,Undisturbed
1149,LAKE,LAKE_P_SAC0028,11/10/2006,Overall,Undisturbed
1235,PARA,PARA_P_HID0025,6/14/2006,Overall,Undisturbed
1250,PARA,PARA_P_AND0040,6/26/2006,Overall,Undisturbed
1308,PARA,PARA_P_SOU0098,6/1/2006,Overall,Undisturbed
1326,PARA,PARA_P_POC0116,6/19/2006,Overall,Undisturbed
1328,PARA,PARA_P_AMB0118,1/6/2007,Overall,Undisturbed
1356,PARA,PARA_P_POC0146,6/19/2006,Overall,Undisturbed
1367,PARA,PARA_P_HID0157,6/14/2006,Overall,Undisturbed
1388,PARA,PARA_P_SOU0178,6/1/2006,Overall,Undisturbed
1430,PARA,PARA_P_HID0220,6/14/2006,Overall,Undisturbed
2007,JOTR,JOTR_P_RAI0192,1/8/2006,Overall,Undisturbed
2008,JOTR,JOTR_P_JUM0239,1/8/2006,Overall,Undisturbed
2011,JOTR,JOTR_P_DEE0184,1/9/2006,Overall,Undisturbed
2013,JOTR,JOTR_P_PLE0189,1/9/2006,Overall,Undisturbed
2016,JOTR,JOTR_P_PLE0108,1/13/2006,Overall,Undisturbed
2018,JOTR,JOTR_P_NPS0276,1/14/2006,Overall,Undisturbed
2034,JOTR,JOTR_P_WAL0212,1/17/2006,Overall,Undisturbed
2042,JOTR,JOTR_P_PIN0013,1/23/2006,Overall,Undisturbed
2044,JOTR,JOTR_P_BED0243,1/28/2006,Overall,Undisturbed
2052,JOTR,JOTR_P_OWL0107,2/2/2006,Overall,Undisturbed
2053,JOTR,JOTR_P_POR0222,2/2/2006,Overall,Undisturbed
2072,JOTR,JOTR_P_NPS0037,2/13/2006,Overall,Undisturbed
2074,JOTR,JOTR_P_WIL0053,2/14/2006,Overall,Undisturbed
2075,JOTR,JOTR_P_EMB0095,2/14/2006,Overall,Undisturbed
2076,JOTR,JOTR_P_EMB0256,2/14/2006,Overall,Undisturbed
2078,JOTR,JOTR_P_HOW0196,2/14/2006,Overall,Undisturbed
2081,JOTR,JOTR_P_KEY0240,2/15/2006,Overall,Undisturbed
2082,JOTR,JOTR_P_LAN0262,2/15/2006,Overall,Undisturbed
2083,JOTR,JOTR_P_CHA0129,2/15/2006,Overall,Undisturbed
2084,JOTR,JOTR_P_JOH0146,2/15/2006,Overall,Undisturbed
2111,JOTR,JOTR_P_QUA0088,3/7/2006,Overall,Undisturbed
2156,JOTR,JOTR_P_PIN0009,1/10/2006,Overall,Undisturbed
2157,JOTR,JOTR_P_MCH0224,1/10/2006,Overall,Undisturbed
2159,JOTR,JOTR_P_MOR0159,1/12/2006,Overall,Undisturbed
2160,JOTR,JOTR_P_DES0044,1/10/2006,Overall,Undisturbed
2186,JOTR,JOTR_P_FRI0257,1/31/2006,Overall,Undisturbed
2187,JOTR,JOTR_P_PIN0267,1/31/2006,Overall,Undisturbed
2188,JOTR,JOTR_P_PIN0292,1/31/2006,Overall,Undisturbed
2195,JOTR,JOTR_P_BLU0031,2/7/2006,Overall,Undisturbed
2196,JOTR,JOTR_P_QUA0090,2/8/2006,Overall,Undisturbed
2223,JOTR,JOTR_P_SAM0081,2/15/2006,Overall,Undisturbed
613,DEVA,DEVA_P_LAT0807,10/15/2005,Overall,Undisturbed
2170,JOTR,JOTR_P_LON0080,1/12/2006,Overall,Undisturbed
3195,CAMO,CAMO_P_LEW0308,10/19/2016,Recreation,Undisturbed
3195,CAMO,CAMO_P_LEW0308,10/19/2016,Residence,Undisturbed
3195,CAMO,CAMO_P_LEW0308,10/19/2016,Fire,Undisturbed
3195,CAMO,CAMO_P_LEW0308,10/19/2016,Dredging,Undisturbed
3196,CAMO,CAMO_P_QUA0302,10/19/2016,Livestock,Undisturbed
3196,CAMO,CAMO_P_QUA0302,10/19/2016,Recreation,Undisturbed
3196,CAMO,CAMO_P_QUA0302,10/19/2016,Residence,Undisturbed
3196,CAMO,CAMO_P_QUA0302,10/19/2016,Fire,Undisturbed
3196,CAMO,CAMO_P_QUA0302,10/19/2016,Flooding,Undisturbed
3196,CAMO,CAMO_P_QUA0302,10/19/2016,Dredging,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Livestock,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Recreation,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Residence,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Drying,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Fire,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Flooding,Undisturbed
3198,CAMO,CAMO_P_STR0305,10/19/2016,Dredging,Undisturbed
222,DEVA,DEVA_P_LAS0245,11/13/2004,Other,Slight disturbance
223,DEVA,DEVA_P_LAS0246,11/13/2004,Other,Slight disturbance
225,DEVA,DEVA_P_LAS0254,11/15/2004,Other,Slight disturbance
226,DEVA,DEVA_P_LAS0253,11/15/2004,Other,Slight disturbance
227,DEVA,DEVA_P_LAS0252,11/15/2004,Other,Slight disturbance
314,DEVA,DEVA_P_EAR0490,5/22/2005,Other,Slight disturbance
610,DEVA,DEVA_P_LAS0250,11/15/2004,Other,Slight disturbance
813,DEVA,DEVA_P_SCO0301,11/17/2004,Other,Slight disturbance
927,DEVA,DEVA_P_TOW0747,2/16/2005,Other,Slight disturbance
16,DEVA,DEVA_P_ALK0458,3/15/2005,Livestock,Slight disturbance
18,DEVA,DEVA_P_AMO0779,11/9/2005,Livestock,Slight disturbance
31,DEVA,DEVA_P_BAD0492,5/22/2005,Livestock,Slight disturbance
47,DEVA,DEVA_P_BIG0444,3/4/2005,Livestock,Slight disturbance
208,DEVA,DEVA_P_FLO0455,10/10/2005,Livestock,Slight disturbance
209,DEVA,DEVA_P_FLO0107,2/8/2005,Livestock,Slight disturbance
213,DEVA,DEVA_P_LAS0236,11/13/2004,Livestock,Slight disturbance
215,DEVA,DEVA_P_LAS0240,11/13/2004,Livestock,Slight disturbance
217,DEVA,DEVA_P_LAS0238,11/13/2004,Livestock,Slight disturbance
303,DEVA,DEVA_P_DOS0694,5/22/2005,Livestock,Slight disturbance
465,DEVA,DEVA_P_HEI0185,3/30/2005,Livestock,Slight disturbance
482,DEVA,DEVA_P_HOR0497,5/23/2005,Livestock,Slight disturbance
498,DEVA,DEVA_P_JAC0182,3/30/2005,Livestock,Slight disturbance
517,DEVA,DEVA_P_JAC0749,3/3/2005,Livestock,Slight disturbance
518,DEVA,DEVA_P_JAC0750,3/3/2005,Livestock,Slight disturbance
527,DEVA,DEVA_P_JAC0447,3/5/2005,Livestock,Slight disturbance
533,DEVA,DEVA_P_JAC0483,5/19/2005,Livestock,Slight disturbance
537,DEVA,DEVA_P_JAC0755,3/4/2005,Livestock,Slight disturbance
609,DEVA,DEVA_P_LAS0235,11/13/2004,Livestock,Slight disturbance
622,DEVA,DEVA_P_LIG0765,11/5/2005,Livestock,Slight disturbance
630,DEVA,DEVA_P_LOG0713,4/5/2005,Livestock,Slight disturbance
704,DEVA,DEVA_P_MUD0639,10/24/2004,Livestock,Slight disturbance
720,DEVA,DEVA_P_NEW0778,11/9/2005,Livestock,Slight disturbance
723,DEVA,DEVA_P_NOG0740,2/3/2005,Livestock,Slight disturbance
736,DEVA,DEVA_P_PAN0764,11/5/2005,Livestock,Slight disturbance
742,DEVA,DEVA_P_PAN0786,11/11/2005,Livestock,Slight disturbance
768,DEVA,DEVA_P_QUA0456,3/10/2005,Livestock,Slight disturbance
857,DEVA,DEVA_P_SIS0798,11/9/2005,Livestock,Slight disturbance
920,DEVA,DEVA_P_THO0190,12/24/2004,Livestock,Slight disturbance
982,DEVA,DEVA_P_WAR0435,11/4/2004,Livestock,Slight disturbance
1007,DEVA,DEVA_P_WID0448,8/3/2005,Livestock,Slight disturbance
1018,DEVA,DEVA_P_WIL0440,2/16/2005,Livestock,Slight disturbance
1020,DEVA,DEVA_P_WIN0167,3/22/2005,Livestock,Slight disturbance
1223,PARA,PARA_P_LIM0013,6/19/2006,Livestock,Slight disturbance
1233,PARA,PARA_P_PIG0023,6/14/2006,Livestock,Slight disturbance
1241,PARA,PARA_P_BLA0031,5/31/2006,Livestock,Slight disturbance
1246,PARA,PARA_P_SNA0036,5/31/2006,Livestock,Slight disturbance
1258,PARA,PARA_P_LIT0048,6/22/2006,Livestock,Slight disturbance
1259,PARA,PARA_P_PAI0049,6/24/2006,Livestock,Slight disturbance
1260,PARA,PARA_P_POC0050,6/20/2006,Livestock,Slight disturbance
1267,PARA,PARA_P_SNA0057,5/31/2006,Livestock,Slight disturbance
1279,PARA,PARA_P_COY0069,6/14/2006,Livestock,Slight disturbance
1281,PARA,PARA_P_RED0071,6/1/2006,Livestock,Slight disturbance
1291,PARA,PARA_P_LIM0081,6/19/2006,Livestock,Slight disturbance
1309,PARA,PARA_P_PAI0099,6/24/2006,Livestock,Slight disturbance
1314,PARA,PARA_P_PIG0104,6/14/2006,Livestock,Slight disturbance
1323,PARA,PARA_P_PAI0113,6/24/2006,Livestock,Slight disturbance
1337,PARA,PARA_P_PAK0127,5/30/2006,Livestock,Slight disturbance
1341,PARA,PARA_P_PAK0131,5/30/2006,Livestock,Slight disturbance
1353,PARA,PARA_P_COT0143,6/20/2006,Livestock,Slight disturbance
1359,PARA,PARA_P_BUR0149,5/13/2006,Livestock,Slight disturbance
1387,PARA,PARA_P_WHI0177,6/1/2006,Livestock,Slight disturbance
1400,PARA,PARA_P_CHI0190,5/31/2006,Livestock,Slight disturbance
1406,PARA,PARA_P_GRA0196,7/20/2006,Livestock,Slight disturbance
1428,PARA,PARA_P_COI0218,6/14/2006,Livestock,Slight disturbance
33,DEVA,DEVA_P_BAD0612,2/1/2005,Recreation,Slight disturbance
34,DEVA,DEVA_P_BAD0625,2/1/2005,Recreation,Slight disturbance
35,DEVA,DEVA_P_BAD0613,2/1/2005,Recreation,Slight disturbance
36,DEVA,DEVA_P_BAD0614,2/1/2005,Recreation,Slight disturbance
47,DEVA,DEVA_P_BIG0444,3/4/2005,Recreation,Slight disturbance
274,DEVA,DEVA_P_COT0794,11/12/2005,Recreation,Slight disturbance
484,DEVA,DEVA_P_HUM0793,11/13/2005,Recreation,Slight disturbance
489,DEVA,DEVA_P_HUN0509,11/11/2005,Recreation,Slight disturbance
530,DEVA,DEVA_P_JAC0768,11/11/2005,Recreation,Slight disturbance
